duration_ms_track,explicit,id_track,name_track,popularity,track,artist_ids,artist_names,album_id,album_name,album_release_date,album_release_date_precision,playlist_id,description_playlist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
246106,False,6yqxaTsYO8QItIvY4NkwHh,I Don't Want You Anymore,17,True,3LfO03nEZMdWNHG2tLpMa0,Tavares,6TsjAo5OfozNTu8R5VAugT,Supercharged,1980,year,0Wmx8kg26qdAF2pvf1Fp05,The Definitive Yachski Scale from highest rating to lowest.  Inspired by the geniuses at Beyond Yacht Rock podcast on Feral Audio.  RIP Koko Goldstein (pictured).,0.659,0.684,1,-13.644,1,0.036,0.0874,0.0,0.285,0.93,93.747,4
261893,False,1JFt7RvlIgRrTs4dXYbw0o,Bi-Coastal,14,True,6748v9yNrbb4PPJuvfoMRa,Peter Allen,18q7pXVYXXcuDPkstx2yxC,Bi-Coastal,1980-01-01,day,6kVRZHsbV6LZEBiqzSzFvq,"An ever-expanding, official list of Yacht Rock songs, deemed Yacht Rock by the creators of the Yacht Rock web show. They coined and defined the term! For more information, visit yachtornyacht.com. Subscribe to the Beyond Yacht Rock podcast today! List is maintained by Samuel J. Hill.",0.738,0.803,5,-7.066,1,0.0296,0.094,0.0194,0.102,0.961,127.804,4
261893,False,1JFt7RvlIgRrTs4dXYbw0o,Bi-Coastal,14,True,6748v9yNrbb4PPJuvfoMRa,Peter Allen,18q7pXVYXXcuDPkstx2yxC,Bi-Coastal,1980-01-01,day,0Wmx8kg26qdAF2pvf1Fp05,The Definitive Yachski Scale from highest rating to lowest.  Inspired by the geniuses at Beyond Yacht Rock podcast on Feral Audio.  RIP Koko Goldstein (pictured).,0.738,0.803,5,-7.066,1,0.0296,0.094,0.0194,0.102,0.961,127.804,4
206466,False,0ZG9iIsbVacqjyQNnrCosi,Hello People,16,True,2O8VlquQPITO4tT3SWs95W,Brenda Russell,4LdC7V7eneSdAgfFS4MCE3,Two Eyes,1983,year,6kVRZHsbV6LZEBiqzSzFvq,"An ever-expanding, official list of Yacht Rock songs, deemed Yacht Rock by the creators of the Yacht Rock web show. They coined and defined the term! For more information, visit yachtornyacht.com. Subscribe to the Beyond Yacht Rock podcast today! List is maintained by Samuel J. Hill.",0.779,0.604,7,-9.965,0,0.0334,0.185,3.65e-06,0.078,0.774,126.171,4
206466,False,0ZG9iIsbVacqjyQNnrCosi,Hello People,16,True,2O8VlquQPITO4tT3SWs95W,Brenda Russell,4LdC7V7eneSdAgfFS4MCE3,Two Eyes,1983,year,0WWYDfupXXxqLtkfFsYaqG,"Yacht Rock is a term that refers to a golden age of American artists from late 70s and early 80s, whose focus was on making studio magic. Having once being knocked as a kind of yuppie cheese, Yacht Rock is enjoying something of a renaissance. The sounds are escapist, soulful and smooth",0.779,0.604,7,-9.965,0,0.0334,0.185,3.65e-06,0.078,0.774,126.171,4
206466,False,0ZG9iIsbVacqjyQNnrCosi,Hello People,16,True,2O8VlquQPITO4tT3SWs95W,Brenda Russell,4LdC7V7eneSdAgfFS4MCE3,Two Eyes,1983,year,5nQV75nMl6dgUvH5MUcQYU,,0.779,0.604,7,-9.965,0,0.0334,0.185,3.65e-06,0.078,0.774,126.171,4
206466,False,0ZG9iIsbVacqjyQNnrCosi,Hello People,16,True,2O8VlquQPITO4tT3SWs95W,Brenda Russell,4LdC7V7eneSdAgfFS4MCE3,Two Eyes,1983,year,1qeaQawk7sy1Mgir0mar4P,,0.779,0.604,7,-9.965,0,0.0334,0.185,3.65e-06,0.078,0.774,126.171,4
206466,False,0ZG9iIsbVacqjyQNnrCosi,Hello People,16,True,2O8VlquQPITO4tT3SWs95W,Brenda Russell,4LdC7V7eneSdAgfFS4MCE3,Two Eyes,1983,year,0Wmx8kg26qdAF2pvf1Fp05,The Definitive Yachski Scale from highest rating to lowest.  Inspired by the geniuses at Beyond Yacht Rock podcast on Feral Audio.  RIP Koko Goldstein (pictured).,0.779,0.604,7,-9.965,0,0.0334,0.185,3.65e-06,0.078,0.774,126.171,4
216133,False,0OhDxvVO2IupEKNzpFIAlg,You're Good For Me,8,True,2enKa9Yqr6PZy3xGlxQEu7,Exile,1mOvjJ1eJDNDR6bGVkt0RW,Keeping It Country,1980,year,6kVRZHsbV6LZEBiqzSzFvq,"An ever-expanding, official list of Yacht Rock songs, deemed Yacht Rock by the creators of the Yacht Rock web show. They coined and defined the term! For more information, visit yachtornyacht.com. Subscribe to the Beyond Yacht Rock podcast today! List is maintained by Samuel J. Hill.",0.698,0.624,4,-13.494,1,0.0344,0.371,0.0,0.12,0.888,90.185,4
216133,False,0OhDxvVO2IupEKNzpFIAlg,You're Good For Me,8,True,2enKa9Yqr6PZy3xGlxQEu7,Exile,1mOvjJ1eJDNDR6bGVkt0RW,Keeping It Country,1980,year,0Wmx8kg26qdAF2pvf1Fp05,The Definitive Yachski Scale from highest rating to lowest.  Inspired by the geniuses at Beyond Yacht Rock podcast on Feral Audio.  RIP Koko Goldstein (pictured).,0.698,0.624,4,-13.494,1,0.0344,0.371,0.0,0.12,0.888,90.185,4
255626,False,2xQzlSzxOXcRiRXIsP42VC,Release Yourself,13,True,2clUjxvyf90rQi8Rz7absT,Marc Jordan,6qSJ3fzXH9d3AWfuhbNcf6,Blue Desert,1979,year,6kVRZHsbV6LZEBiqzSzFvq,"An ever-expanding, official list of Yacht Rock songs, deemed Yacht Rock by the creators of the Yacht Rock web show. They coined and defined the term! For more information, visit yachtornyacht.com. Subscribe to the Beyond Yacht Rock podcast today! List is maintained by Samuel J. Hill.",0.626,0.528,4,-14.181,1,0.0358,0.0368,0.000121,0.0508,0.748,126.979,4
